NOME_PRODUTO,CATEGORIA_REGULATORIA,NUMERO_REGISTRO_PRODUTO,DATA_VENCIMENTO_REGISTRO,CLASSE_TERAPEUTICA,EMPRESA_DETENTORA_REGISTRO,PRINCIPIO_ATIVO,BULA BAIXADA?,NAO TEM BULA!
cloridrato de bupropiona,GENÉRICO,123520289,,ANTIDEPRESSIVOS,73663650000190 - RANBAXY FARMACÊUTICA LTDA,CLORIDRATO DE BUPROPIONA,,
cloridrato de amitriptilina,GENÉRICO,100630267,,ANTIDEPRESSIVOS,33258401000103 - INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA,CLORIDRATO DE AMITRIPTILINA,,
mirtazapina,GENÉRICO,118190353,01/11/2028,ANTIDEPRESSIVOS,92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,MIRTAZAPINA,,
cloridrato de trazodona,GENÉRICO,101180642,,ANTIDEPRESSIVOS,62462015000129 - APSEN FARMACEUTICA S/A,CLORIDRATO DE TRAZODONA,,
oxalato de escitalopram,GENÉRICO,100630274,,ANTIDEPRESSIVOS,33258401000103 - INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA,OXALATO DE ESCITALOPRAM,,
TRADEP,SIMILAR,118190361,01/08/2026,ANTIDEPRESSIVOS,92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,CLORIDRATO DE TRAZODONA,,
VENLAPRESS,SIMILAR,118190360,01/05/2027,ANTIDEPRESSIVOS,92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,SUCCINATO DE DESVENLAFAXINA MONOIDRATADO,,
bromidrato de citalopram,GENÉRICO,100630281,,ANTIDEPRESSIVOS,33258401000103 - INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA,BROMIDRATO DE CITALOPRAM,,
RECONTER ODT,NOVO,100330219,,ANTIDEPRESSIVOS,61230314000175 - LIBBS FARMACÊUTICA LTDA,OXALATO DE ESCITALOPRAM,,
SUCCINATO DE DESVENLAFAXINA,GENÉRICO,118190424,01/03/2027,ANTIDEPRESSIVOS,92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,SUCCINATO DE DESVENLAFAXINA MONOIDRATADO,,
oxalato de escitalopram,GENÉRICO,118190431,01/10/2026,ANTIDEPRESSIVOS,92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,OXALATO DE ESCITALOPRAM,,
cloridrato de fluoxetina,GENÉRICO,154230340,,ANTIDEPRESSIVOS,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,CLORIDRATO DE FLUOXETINA,,
cloridrato de paroxetina,GENÉRICO,100630295,,ANTIDEPRESSIVOS,33258401000103 - INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA,CLORIDRATO DE PAROXETINA,,
cloridrato de trazodona,GENÉRICO,101180644,,ANTIDEPRESSIVOS,62462015000129 - APSEN FARMACEUTICA S/A,CLORIDRATO DE TRAZODONA,,
cloridrato de bupropiona,GENÉRICO,105831027,,ANTIDEPRESSIVOS,45992062000165 - GERMED FARMACEUTICA LTDA,CLORIDRATO DE BUPROPIONA,,
ELENCOS,SIMILAR,155730062,,ANTIDEPRESSIVOS,05333542000108 - TEVA FARMACÊUTICA LTDA.,AGOMELATINA,,
LIMBITROL,SIMILAR,109170133,01/06/2029,ANTIDEPRESSIVOS,17875154000120 - MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,CLORIDRATO DE AMITRIPTILINA +  CLORDIAZEPÓXIDO,,
agomelatina,GENÉRICO,155730063,,ANTIDEPRESSIVOS,05333542000108 - TEVA FARMACÊUTICA LTDA.,AGOMELATINA,,
MOTRAZ,SIMILAR,100431465,,ANTIDEPRESSIVOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,CLORIDRATO DE TRAZODONA,,
succinato de desvelafaxina,GENÉRICO,109170139,,ANTIDEPRESSIVOS,17875154000120 - MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,SUCCINATO DE DESVENLAFAXINA MONOIDRATADO,,
VOGNI,SIMILAR,102351427,,ANTIDEPRESSIVOS,57507378000365 - EMS S/A,BROMIDRATO DE VORTIOXETINA,,
cloridrato de trazodona,GENÉRICO,183260498,,ANTIDEPRESSIVOS,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,CLORIDRATO DE TRAZODONA,,
AYMEE,SIMILAR,100330223,,ANTIDEPRESSIVOS,61230314000175 - LIBBS FARMACÊUTICA LTDA,CLORIDRATO DE VILAZODONA,,
cloridrato de venlafaxina,GENÉRICO,105350236,01/09/2033,ANTIDEPRESSIVOS,17115437000173 - LABORATÓRIO GLOBO SA,CLORIDRATO DE VENLAFAXINA,,
mirtazapina,GENÉRICO,105350235,01/09/2033,ANTIDEPRESSIVOS,17115437000173 - LABORATÓRIO GLOBO SA,MIRTAZAPINA,,
Viibryd,NOVO,198600018,01/08/2027,ANTIDEPRESSIVOS,15800545000150 - ABBVIE FARMACÊUTICA LTDA.,CLORIDRATO DE VILAZODONA,,
oxalato de escitalopram,GENÉRICO,125680335,01/10/2033,ANTIDEPRESSIVOS,73856593000166 - PRATI DONADUZZI & CIA LTDA,OXALATO DE ESCITALOPRAM,,
succinato de desvenlafaxina monoidratado,GENÉRICO,141070651,01/10/2033,ANTIDEPRESSIVOS,02501297000102 - PHARLAB INDÚSTRIA FARMACÊUTICA S.A.,SUCCINATO DE DESVENLAFAXINA MONOIDRATADO,,
cloridrato de sertralina,GENÉRICO,105730061,01/10/2033,ANTIDEPRESSIVOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,CLORIDRATO DE SERTRALINA,,
AFETUS,SIMILAR,100431492,01/12/2033,ANTIDEPRESSIVOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,CLORIDRATO DE SERTRALINA,,
ANAFRANIL,NOVO,100470657,01/06/2026,ANTIDEPRESSIVOS,61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,CLORIDRATO DE CLOMIPRAMINA,,
cloridrato de duloxetina,GENÉRICO,154230353,01/12/2033,ANTIDEPRESSIVOS,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,CLORIDRATO DE DULOXETINA,,
cloridrato de duloxetina,GENÉRICO,104971526,01/12/2033,ANTIDEPRESSIVOS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,CLORIDRATO DE DULOXETINA,,
DESENVO,SIMILAR,105730073,01/04/2034,ANTIDEPRESSIVOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,SUCCINATO DE DESVENLAFAXINA MONOIDRATADO,,
DUXXEN,SIMILAR,178170966,01/03/2034,ANTIDEPRESSIVOS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,CLORIDRATO DE DULOXETINA,,
EVORTIA,SIMILAR,178170970,01/05/2034,ANTIDEPRESSIVOS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,BROMIDRATO DE VORTIOXETINA,,
LEDUO,SIMILAR,104971529,01/03/2034,ANTIDEPRESSIVOS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,CLORIDRATO DE DULOXETINA,,
MÔDULIX,SIMILAR,135170078,01/05/2034,ANTIDEPRESSIVOS,48344725000719 - ALTHAIA S.A INDÚSTRIA FARMACÊUTICA,BROMIDRATO DE VORTIOXETINA,,
SEMTRI,SIMILAR,109740370,01/05/2034,ANTIDEPRESSIVOS,49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA,MALEATO DE FLUVOXAMINA,,
UNITRAM,SIMILAR,103900227,01/05/2034,ANTIDEPRESSIVOS,33349473000158 - FARMOQUÍMICA S/A,OXALATO DE ESCITALOPRAM,,
VILLEXOM,SIMILAR,112780090,01/06/2034,ANTIDEPRESSIVOS,42374207000176 - LABORATÓRIOS SERVIER DO BRASIL LTDA,AGOMELATINA,,
VORPRO,SIMILAR,105831044,01/04/2034,ANTIDEPRESSIVOS,45992062000165 - GERMED FARMACEUTICA LTDA,BROMIDRATO DE VORTIOXETINA,,
bromidrato de vortioxetina,GENÉRICO,135170077,01/03/2034,ANTIDEPRESSIVOS,48344725000719 - ALTHAIA S.A INDÚSTRIA FARMACÊUTICA,BROMIDRATO DE VORTIOXETINA,,
bromidrato de vortioxetina,GENÉRICO,155840677,01/05/2034,ANTIDEPRESSIVOS,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,BROMIDRATO DE VORTIOXETINA,,
cloridrato de duloxetina,GENÉRICO,155840674,01/02/2034,ANTIDEPRESSIVOS,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,CLORIDRATO DE DULOXETINA,,
cloridrato de nortriptilina,GENÉRICO,103700795,01/07/2034,ANTIDEPRESSIVOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,CLORIDRATO DE NORTRIPTILINA,,
maleato de fluvoxamina,GENÉRICO,109740368,01/03/2034,ANTIDEPRESSIVOS,49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA,MALEATO DE FLUVOXAMINA,,
mirtazapina,GENÉRICO,103700791,01/03/2034,ANTIDEPRESSIVOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,MIRTAZAPINA,,
succinato de desvenlafaxina,GENÉRICO,125680339,01/05/2034,ANTIDEPRESSIVOS,73856593000166 - PRATI DONADUZZI & CIA LTDA,SUCCINATO DE DESVENLAFAXINA MONOIDRATADO,,
AFAX,SIMILAR,125680342,01/08/2034,ANTIDEPRESSIVOS,73856593000166 - PRATI DONADUZZI & CIA LTDA,SUCCINATO DE DESVENLAFAXINA MONOIDRATADO,,
succinato de desvenlafaxina,GENÉRICO,156510121,01/08/2034,ANTIDEPRESSIVOS,05254971000181 - ZYDUS NIKKHO FARMACÊUTICA LTDA,SUCCINATO DE DESVENLAFAXINA MONOIDRATADO,,
NORTRY,SIMILAR,103700797,01/09/2034,ANTIDEPRESSIVOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,CLORIDRATO DE NORTRIPTILINA,,
DEPRENON  VITA,FITOTERÁPICO,154000002,01/02/2028,ANTIDEPRESSIVOS + FITOTERAPICO SIMPLES,56646953000186 - LABORATORIO VITALAB LTDA,HYPERICUM PERFORATUM L.,,
HIPERICIN,FITOTERÁPICO,118600003,01/01/2026,ANTIDEPRESSIVOS + FITOTERAPICO SIMPLES,78950011000120 - HERBARIUM LABORATORIO BOTANICO LTDA,HYPERICUM PERFORATUM L.,,
ANDHORA,SIMILAR,156510084,01/05/2030,ANTIDEPRESSIVOS + OUTROS ANTIDEPRESSIVOS,05254971000181 - ZYDUS NIKKHO FARMACÊUTICA LTDA,CLORIDRATO DE TRAZODONA,,
ORNARE,GENÉRICO,178170879,01/11/2029,ANTIDEPRESSIVOS + OUTROS ANTIDEPRESSIVOS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,CLORIDRATO DE TRAZODONA,,
cloridrato de trazodona,GENÉRICO,156510079,01/08/2029,ANTIDEPRESSIVOS + OUTROS ANTIDEPRESSIVOS,05254971000181 - ZYDUS NIKKHO FARMACÊUTICA LTDA,CLORIDRATO DE TRAZODONA,,
cloridrato de trazodona,GENÉRICO,155840570,01/09/2029,ANTIDEPRESSIVOS + OUTROS ANTIDEPRESSIVOS,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,CLORIDRATO DE TRAZODONA,,
cloridrato de trazodona,GENÉRICO,105350238,01/10/2033,ANTIDEPRESSIVOS + OUTROS ANTIDEPRESSIVOS,17115437000173 - LABORATÓRIO GLOBO SA,CLORIDRATO DE TRAZODONA,,
cloridrato de trazodona,GENÉRICO,109170141,01/05/2034,ANTIDEPRESSIVOS + OUTROS ANTIDEPRESSIVOS,17875154000120 - MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,CLORIDRATO DE TRAZODONA,,
linagliptina,GENÉRICO,155370133,01/09/2034,ANTIDIABETICOS,64171697000146 - ACCORD FARMACÊUTICA LTDA,LINAGLIPTINA,,
EXTENSIOR,BIOLÓGICO,117660043,01/10/2034,ANTIDIABETICOS,82277955000155 - NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,SEMAGLUTIDA,,
